,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
7432,7432,3.0,0.3025,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'comfort', 'business', 'class', 'night', 'passenger', 'lounge', 'several_time', 'seat']"
7433,7433,3.0,0.4239,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'business', 'section', 'forward', 'bar', 'area', 'noise', 'bulkhead', 'house', 'coat', 'closet', 'boarding', 'closet', 'bulkhead', 'aisle', 'area', 'seat', 'selection', 'entertainment', 'window', 'seat', 'view', 'wing', 'half', 'ground']"
7434,7434,4.0,0.3678,"row, leg, room, window, plane, space, exit, side, front, door",['window']
7435,7435,3.0,0.4439,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['son', 'time', 'seat', 'business', 'class', 'section', 'lavs', 'hike', 'time', 'cabin', 'noise', 'bar', 'row', 'storage', 'area', 'aisle', 'flight', 'attendant', 'business', 'section', 'way', 'bar', 'lavs', 'seat', 'privacy', 'screen', 'seat']"
7436,7436,3.0,0.3725,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['sit', 'time', 'access', 'toilet', 'chair', 'incline', 'seat', 'temperature', 'noise', 'sleep', 'economy', 'seat']"
7437,7437,4.0,0.4397,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'screen', 'bit', 'seat', 'flight', 'toilet', 'leg', 'amount', 'room', 'woman', 'medium', 'bit']"
7438,7438,3.0,0.3587,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['economy', 'seat']"
7439,7439,4.0,0.3577,"row, leg, room, window, plane, space, exit, side, front, door","['view', 'engine', 'ground', 'noise', 'engine', 'seat', 'galley', 'people']"
7440,7440,3.0,0.3543,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['traffic', 'lot', 'space', 'seat', 'baby']"
7441,7441,4.0,0.3678,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'space', 'surrounding']"
7442,7442,3.0,0.3533,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'hour', 'dollar', 'pro', 'bag', 'takeoff', 'setup', 'campsite', 'space', 'standup', 'stretch', 'other', 'con', 'galley', 'loud', 'double', 'staff', 'room', 'crew', 'foot', 'staff', 'ask', 'move', 'sleep', 'sleep', 'noise', 'people', 'drive', 'hour', 'people', 'hint', 'tv', 'barrier', 'co', 'passenger', 'wife', 'problem', 'mine', 'light', 'galley', 'rest', 'plane', 'darkness', 'sleep', 'lamp', 'seat', 'size', 'guy', 'case', 'bum', 'cramp', 'end', 'hour', 'shift', 'position', 'verdict', 'con', 'opinion', 'pay', 'seat', 'part', 'flight', 'look', 'aisle', 'passenger', 'seat', 'fluro', 'position', 'staffroom', 'money', 'know', 'flight', 'sleep', 'chance', 'seat']"
7443,7443,4.0,0.4626,"row, leg, room, window, plane, space, exit, side, front, door","['leg', 'room', 'seat', 'economy', 'seating', 'opinion', 'leg', 'room', 'side', 'panel', 'chair', 'problem']"
7444,7444,4.0,0.2987,"row, leg, room, window, plane, space, exit, side, front, door",['sleep']
7445,7445,1.0,0.3239,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'seat', 'boy', 'chair', 'seat', 'lie_flat', 'position', 'watching_movie', 'seat', 'service', 'airline', 'choice']"
7446,7446,3.0,0.3216,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'economy', 'class', 'emirate', 'business', 'class', 'airline', 'seat', 'leg', 'room', 'ft', 'style', 'pillow', 'blanket']"
7447,7447,3.0,0.3352,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['problem', 'seat', 'people', 'stretchibg', 'leg', 'crying_babie', 'conversation', 'light']"
7448,7448,3.0,0.3064,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'daytime', 'flight', 'seat', 'front', 'row', 'economy', 'advantage', 'seat', 'seat', 'visit', 'lavatory', 'night', 'proximity', 'purser', 'office']"
7449,7449,4.0,0.3247,"row, leg, room, window, plane, space, exit, side, front, door","['office', 'headpurser', 'flight', 'night', 'face', 'slide', 'door', 'seat', 'staff']"
7450,7450,4.0,0.344,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'width', 'neck']"
7451,7451,4.0,0.3401,"row, leg, room, window, plane, space, exit, side, front, door","['comment', 'size', 'inch', 'pitch', 'seating', 'leg', 'business', 'class', 'seat', 'sky', 'seat', 'comparison', 'page', 'website']"
7452,7452,4.0,0.3258,"row, leg, room, window, plane, space, exit, side, front, door","['business', 'class', 'pod', 'length', 'bed', 'shelving', 'window', 'side', 'storage', 'set', 'up', 'seat']"
7453,7453,3.0,0.4981,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'baby', 'tv', 'screen', 'area', 'cabin', 'cabin', 'sleep', 'addition', 'aisle', 'use', 'seat', 'sleep', 'seat']"
7454,7454,3.0,0.4329,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'side', 'plane', 'business', 'seat', 'class', 'seat', 'plan', 'seat', 'passenger', 'space', 'seat', 'seat', 'screen', 'unit', 'storage', 'menu', 'card', 'cabin', 'crew', 'screen', 'seat', 'traffic', 'seat', 'rest']"
7455,7455,4.0,0.523,"row, leg, room, window, plane, space, exit, side, front, door","['legroom', 'emergency', 'exit', 'door', 'leg', 'area', 'exit', 'door', 'blanket', 'exit', 'row', 'seat', 'row']"
7456,7456,3.0,0.3152,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['type', 'airplane', 'seatbelt', 'extender', 'ek']"
7457,7457,4.0,0.3401,"row, leg, room, window, plane, space, exit, side, front, door","['type', 'seat', 'design', 'mistake', 'belly', 'need', 'window', 'slide', 'use', 'belly', 'space', 'reason', 'business', 'class']"
7458,7458,4.0,0.3841,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'leg', 'room', 'people', 'cut', 'toilet', 'leg', 'oldie', 'cut', 'hold', 'screen', 'movie', 'touch', 'screen', 'wight', 'screen', 'leg', 'room', 'time', 'bassinet']"
7459,7459,3.0,0.2717,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['number', 'time', 'business', 'seat', 'house', 'seat', 'noise', 'galley', 'side', 'plane', 'non_existent', 'service', 'trouble', 'bonus', 'shower', 'hr']"
7460,7460,4.0,0.3838,"row, leg, room, window, plane, space, exit, side, front, door","['constable', 'seat', 'space', 'guy', 'love']"
7461,7461,4.0,0.2987,"row, leg, room, window, plane, space, exit, side, front, door","['time', 'expiereance']"
7462,7462,4.0,0.376,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'leg', 'room', 'bulkhead', 'emergency', 'exit', 'attendant']"
7463,7463,4.0,0.2475,"row, leg, room, window, plane, space, exit, side, front, door","['seating', 'meal', 'staff', 'new_zealand', 'year', 'treatment']"
7464,7464,3.0,0.4639,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'galley', 'passenger', 'noise', 'galley', 'understatement', 'galley', 'light', 'curtain', 'mask', 'noise', 'lot', 'noise', 'galley', 'cupboard', 'door', 'cabin', 'crew', 'passenger', 'boss', 'airline', 'operating', 'procedure', 'listen', 'meal', 'grade', 'quality', 'meal', 'service', 'condensation', 'galley', 'freezer', 'floor', 'seat', 'crew', 'area', 'blanket', 'ice', 'system', 'headphone', 'example', 'form', 'function', 'ear', 'stair', 'tarmac', 'minute', 'bus', 'ride', 'terminal', 'idiot', 'passenger', 'air', 'walk', 'terminal']"
7465,7465,4.0,0.3401,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'ton', 'galley', 'flight', 'hour', 'way', 'window', 'missing', 'row', 'exit', 'row', 'emirate', 'seat', 'flight']"
7466,7466,4.0,0.2987,"row, leg, room, window, plane, space, exit, side, front, door","['busness', 'class', 'seat']"
7467,7467,1.0,0.417,"class, business, service, airline, food, seating, bed, experience, year, trip","['travel', 'several_time', 'year', 'class', 'eco', 'class', 'price', 'difference']"
7468,7468,3.0,0.3216,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['comfort', 'level', 'business', 'location', 'noise', 'kitchen', 'bathroom', 'class', 'service', 'par', 'way', 'class', 'seat', 'air']"
7469,7469,4.0,0.4065,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'window', 'veiw', 'seat', 'seat', 'veiw', 'cabinet', 'window', 'side', 'cabinet', 'waste', 'space']"
7470,7470,4.0,0.3503,"row, leg, room, window, plane, space, exit, side, front, door","['thinking', 'row', 'leg', 'room', 'seating', 'plan', 'aircraft', 'row', 'space', 'overhead_locker', 'carry', 'bag', 'seat', 'airline', 'size', 'amount', 'luggage']"
7471,7471,4.0,0.3047,"row, leg, room, window, plane, space, exit, side, front, door","['plane', 'sky', 'economy', 'level']"
7472,7472,4.0,0.3678,"row, leg, room, window, plane, space, exit, side, front, door",['plane']
7473,7473,4.0,0.312,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'work', 'sydney', 'seat', 'sleep', 'ef', 'bar', 'plane', 'business', 'class', 'toilet', 'plane', 'walk', 'row']"
7474,7474,3.0,0.4001,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['proximity', 'galley', 'area', 'seat', 'cart', 'service', 'passenger', 'screen', 'food', 'leg', 'room', 'store', 'screen', 'comment', 'seat', 'zone', 'future', 'window', 'benefit']"
7475,7475,4.0,0.3972,"row, leg, room, window, plane, space, exit, side, front, door","['width', 'seat', 'screen', 'taxi', 'landing', 'mean', 'cockpit', 'camera', 'view', 'emergency', 'exit', 'window']"
7476,7476,4.0,0.3577,"row, leg, room, window, plane, space, exit, side, front, door","['width', 'seat', 'screen', 'taxi', 'landing', 'mean', 'cockpit', 'camera', 'view']"
7477,7477,2.0,0.2996,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['night', 'flight', 'sleep', 'seevice', 'congratulation']"
7478,7478,3.0,0.2811,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'seat', 'hour', 'flight', 'comfort']"
7479,7479,3.0,0.3016,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'seat', 'location', 'layout', 'seat', 'mini', 'bar', 'seat', 'shape', 'privacy', 'crew', 'amazing', 'use', 'lounge', 'sit', 'chat', 'passenger', 'flight', 'service', 'room', 'leg']"
7480,7480,3.0,0.4534,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['aircraft', 'side', 'cupboard', 'lock', 'system', 'rest', 'arm', 'lid', 'passenger', 'lid', 'reading', 'paper', 'duck', 'tape', 'trip']"
7481,7481,3.0,0.3901,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'table', 'space', 'table', 'seat', 'cushion', 'lb', 'seat', 'side', 'saddle', 'drink', 'shelf', 'other', 'table', 'hr', 'flight', 'slip', 'dept']"
7482,7482,4.0,0.2369,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'airline', 'loo', 'seat', 'flight', 'centre', 'month', 'emirate', 'flight', 'blanket', 'steward']"
7483,7483,3.0,0.409,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['proximity', 'galley', 'sleep', 'activity', 'noise', 'tone', 'board', 'equipment', 'nightmare', 'sleep']"
7484,7484,4.0,0.4763,"row, leg, room, window, plane, space, exit, side, front, door","['leg', 'room', 'plane', 'plane']"
7485,7485,3.0,0.4816,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'night', 'flight', 'seat', 'galley', 'curtain', 'block', 'light', 'galley', 'cabin', 'crew', 'galley', 'hour', 'flight', 'light', 'noise', 'interruption', 'passenger', 'refreshment']"
7486,7486,4.0,0.3209,"row, leg, room, window, plane, space, exit, side, front, door",[]
7487,7487,3.0,0.3301,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['privacy', 'comfort', 'attention', 'detail', 'flight', 'exception', 'air', 'hostess', 'seat', 'bed', 'shelf', 'foot', 'seat', 'shelf', 'bed', 'amount', 'storage', 'cubicle', 'window', 'shelf', 'screen', 'tv', 'screen', 'mini', 'bar', 'water', 'drink', 'side', 'seat', 'headphone', 'mattress', 'layer', 'comfort', 'touch', 'addition', 'duvet', 'blanket', 'experience', 'emirate', 'class', 'economy', 'business', 'experience', 'flight', 'incentive', 'stay', 'business', 'class', 'thank']"
7488,7488,4.0,0.3122,"row, leg, room, window, plane, space, exit, side, front, door","['night', 'experience', 'seat', 'cabin', 'crew', 'holding', 'footpath', 'seat', 'door', 'passenger', 'sleep', 'chair', 'reclination', 'chair', 'footpath', 'chair', 'chair', 'footpath', 'chair', 'door', 'food', 'carriage', 'economy', 'deck', 'food', 'carriage', 'half', 'galley', 'galley', 'food', 'carriage', 'hour', 'noise', 'attendant', 'sleep', 'sea']"
7489,7489,3.0,0.349,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['amount', 'noise', 'bar', 'area', 'seat', 'aisle', 'seat', 'traffic', 'observation', 'business', 'traveller', 'airline', 'emirate']"
7490,7490,1.0,0.4694,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'mile', 'experience', 'class', 'business', 'offering', 'service', 'seat', 'suite', 'food', 'drink', 'shower', 'foot', 'niggle', 'experience', 'seat', 'foot', 'rest', 'business', 'recline', 'sin', 'week', 'flight']"
7491,7491,4.0,0.376,"row, leg, room, window, plane, space, exit, side, front, door","['time', 'aircraft', 'room', 'stretch', 'leg', 'seat', 'plane']"
7492,7492,4.0,0.2795,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'pick', 'chance']"
7493,7493,4.0,0.3876,"row, leg, room, window, plane, space, exit, side, front, door","['businee', 'cabin', 'seat', 'space', 'toiletry', 'kit', 'leg', 'dread', 'return', 'leg', 'aircraft', 'comfort', 'space', 'ek']"
7494,7494,4.0,0.3423,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'leg', 'room', 'couple', 'complaint']"
7495,7495,4.0,0.3619,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'pitch', 'wc', 'foot', 'traffic', 'plane']"
7496,7496,4.0,0.3915,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'service', 'cart', 'passenger', 'issue', 'leg', 'room', 'office', 'stair', 'curtain', 'issue', 'bassinet', 'infant', 'row', 'case', 'center', 'row', 'leg', 'room', 'economy', 'industry', 'advert']"
7497,7497,4.0,0.3838,"row, leg, room, window, plane, space, exit, side, front, door","['leg', 'room', 'location', 'repeat']"
7498,7498,4.0,0.4191,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'wing', 'view', 'wing', 'tip', 'privacy']"
7499,7499,4.0,0.3838,"row, leg, room, window, plane, space, exit, side, front, door","['row', 'bar', 'space']"
7500,7500,4.0,0.4341,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'leg', 'room', 'husband', 'window', 'look', 'plane', 'food', 'drink', 'seat']"
7501,7501,4.0,0.3209,"row, leg, room, window, plane, space, exit, side, front, door","['siege', 'confortable']"
7502,7502,3.0,0.3757,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'legroom', 'seat', 'light', 'galley', 'rest', 'night', 'flight', 'disruption', 'passenger', 'refreshment', 'chair', 'tv', 'people', 'disruption']"
7503,7503,3.0,0.3556,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['life', 'door', 'aisle', 'proximity', 'toilet', 'understatement', 'person', 'fall', 'top', 'seat', 'toilet', 'seat', 'wall', 'recline', 'change', 'seat', 'melbourne', 'flight', 'hour', 'seat', 'cost', 'airline', 'seat', 'return', 'flight', 'comparison']"
7504,7504,4.0,0.3972,"row, leg, room, window, plane, space, exit, side, front, door","['seating', 'leg', 'room', 'family', 'baby', 'seat', 'front', 'problem', 'view', 'window', 'time']"
7505,7505,1.0,0.3058,"class, business, service, airline, food, seating, bed, experience, year, trip","['flight', 'class', 'experince', 'class', 'aprartment', 'ethiad', 'year', 'kid', 'experince', 'trip']"
7506,7506,3.0,0.3253,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'emergency', 'exit', 'door', 'sock', 'blanket', 'galley', 'hour', 'flight', 'experience', 'staff', 'curtain', 'galley', 'end', 'flight', 'light', 'sleep', 'toe', 'couple', 'time', 'people', 'food', 'trolley', 'galley', 'time']"
7507,7507,3.0,0.3228,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['problem', 'knee', 'pod', 'type', 'seat', 'sleep', 'hour', 'flight', 'leg', 'position', 'space', 'seat', 'table', 'person', 'service', 'helpfulness', 'staff', 'bar']"
7508,7508,1.0,0.2545,"class, business, service, airline, food, seating, bed, experience, year, trip","['service', 'business', 'time', 'return', 'trip', 'answer', 'crap', 'time']"
7509,7509,4.0,0.4086,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'view', 'wing']"
7510,7510,4.0,0.2369,"row, leg, room, window, plane, space, exit, side, front, door","['nightmare', 'seat', 'seat', 'plan', 'respect', 'child', 'parent', 'kid', 'cry', 'journey', 'volume', 'block', 'noise']"
7511,7511,4.0,0.3259,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'window', 'position', 'conjunction', 'route', 'map', 'board', 'camera', 'idea', 'cabin', 'food']"
7512,7512,3.0,0.3587,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'issue']"
7513,7513,3.0,0.4206,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['problem', 'noise', 'toilet', 'class', 'galley', 'flight']"
7514,7514,3.0,0.2987,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['proximity', 'exit', 'door', 'floor', 'ice', 'cold', 'shoe', 'flight', 'hour', 'shoe', 'blanket', 'limit', 'drawback', 'exit', 'door', 'part', 'area', 'staff', 'passenger', 'galley', 'minute', 'guy', 'people', 'flight', 'seat', 'seat']"
7515,7515,4.0,0.2666,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'plane', 'staff', 'quarter', 'block', 'centre', 'seating', 'area', 'access', 'door', 'seat', 'staff', 'hour', 'flight', 'opening', 'door', 'light', 'cabin']"
7516,7516,3.0,0.3544,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'proximity', 'galley', 'people', 'time']"
7517,7517,3.0,0.3893,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['bar', 'area', 'gentleman', 'headphone', 'row', 'trip']"
7518,7518,3.0,0.3152,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'discussion', 'stewardess', 'noise', 'cupboard']"
7519,7519,4.0,0.3761,"row, leg, room, window, plane, space, exit, side, front, door","['person', 'seat', 'guess', 'seat', 'exit', 'row', 'passenger', 'front']"
7520,7520,1.0,0.3107,"class, business, service, airline, food, seating, bed, experience, year, trip","['flight', 'day', 'life', 'child', 'class', 'suite', 'experience', 'child', 'class', 'suite', 'flight', 'attendant', 'need', 'overview', 'comfort', 'design', 'shower', 'duration', 'wish', 'flight', 'month', 'entertainment', 'food', 'flight', 'day', 'life']"
7521,7521,3.0,0.318,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'seat', 'elbow', 'armrest', 'seat', 'bed', 'service']"
7522,7522,3.0,0.302,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['window', 'seat', 'capsule', 'bar', 'ipad', 'type', 'tv', 'controller', 'gimmick', 'one', 'food', 'drink', 'service', 'business', 'class', 'flight', 'issue', 'distance', 'toilet', 'business', 'passenger', 'plane', 'light', 'time', 'queue', 'mattress', 'sleep', 'seat', 'sleep']"
7523,7523,3.0,0.3421,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['leg', 'room', 'toilet', 'use', 'time', 'passenger', 'leg', 'order', 'aisle', 'access', 'toilet']"
7524,7524,3.0,0.349,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'storage', 'space', 'seat', 'travel', 'companion', 'seat', 'shoe', 'bin', 'footrest', 'reach']"
7525,7525,3.0,0.385,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['way', 'seat', 'section', 'toilet', 'door', 'swing', 'foot', 'pax', 'let', 'child', 'step', 'foot', 'stand', 'corner', 'day', 'flight', 'evening']"
7526,7526,3.0,0.318,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'map', 'proximity', 'galley', 'flight', 'eye', 'seat', 'seat', 'eating', 'connection']"
7527,7527,3.0,0.3259,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'bath', 'room', 'class', 'state', 'bathroom', 'light', 'business', 'class', 'rear', 'bathroom', 'seat', 'proximity', 'bathroom', 'class', 'front', 'seat', 'thing', 'service', 'luster', 'business', 'class', 'seat', 'side', 'panel', 'notice', 'ice', 'system', 'person', 'grandparent', 'ice', 'system']"
7528,7528,3.0,0.3152,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['trip', 'foam', 'hour', 'pain', 'exeist']"
7529,7529,3.0,0.3169,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'tv', 'screen', 'bed', 'night', 'service', 'crew', 'seat', 'class', 'shower', 'room', 'floor', 'space', 'mile', 'couple', 'bar', 'class', 'water', 'fountain', 'top', 'stair', 'airplane', 'walk', 'way', 'end', 'business', 'class', 'bar']"
7530,7530,4.0,0.2645,"row, leg, room, window, plane, space, exit, side, front, door","['cubicle', 'business', 'class', 'seat', 'see', 'window', 'one', 'food', 'elbow', 'cabinet', 'seat', 'flight', 'sleep', 'tray_table', 'leave', 'one', 'seat', 'item', 'food', 'table', 'cabinet', 'model']"
7531,7531,4.0,0.3876,"row, leg, room, window, plane, space, exit, side, front, door","['check', 'counter', 'seat', 'leg', 'space', 'time', 'seat', 'window', 'emergency', 'exit']"
7532,7532,4.0,0.3247,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'window', 'seat', 'aisle', 'foot', 'seat', 'time', 'bathroom', 'bit']"
7533,7533,4.0,0.376,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'seat', 'leg', 'room', 'television', 'window', 'cabin', 'crew', 'lavatory']"
7534,7534,3.0,0.2982,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'seat', 'inch', 'economy', 'seat', 'sleep', 'lounge', 'bar', 'joke', 'people', 'business', 'class', 'comfort', 'emirate', 'reason']"
7535,7535,4.0,0.4763,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'legroom', 'seat', 'row', 'front', 'window']"
7536,7536,1.0,0.2774,"class, business, service, airline, food, seating, bed, experience, year, trip","['respect', 'seat', 'vibrator', 'dvt', 'cabin', 'privacy', 'storage', 'space', 'wardrobe', 'bed', 'duvet', 'sleep', 'wifi', 'internet', 'access', 'flight', 'power', 'shower', 'bathroom']"
7537,7537,4.0,0.3259,"row, leg, room, window, plane, space, exit, side, front, door","['comment', 'seat', 'office', 'stair', 'leg', 'space', 'choice', 'seat', 'fact', 'section', 'economy', 'class']"
7538,7538,4.0,0.3761,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'plan', 'aircraft', 'seat', 'seat', 'row', 'seat', 'fact', 'seat', 'row', 'seat', 'row']"
7539,7539,3.0,0.3815,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'flight', 'noise', 'galley', 'night', 'galley', 'cabin', 'day', 'flight']"
7540,7540,4.0,0.4593,"row, leg, room, window, plane, space, exit, side, front, door","['entertainment', 'equipment', 'box', 'fact', 'window', 'place', 'seat', 'window', 'seat', 'front', 'window']"
7541,7541,4.0,0.3822,"row, leg, room, window, plane, space, exit, side, front, door","['fact', 'leg', 'people', 'side', 'use', 'toilet', 'seat', 'light', 'toilet', 'shine', 'folk', 'exit', 'loo', 'door', 'toilet', 'door', 'leg', 'people', 'course', 'sound', 'lack', 'storage', 'place', 'traffic', 'leg', 'floor']"
7542,7542,4.0,0.3842,"row, leg, room, window, plane, space, exit, side, front, door","['business', 'class', 'time', 'flight', 'aeroplane', 'leg', 'room', 'size', 'bulk_head', 'bulkhead', 'compartment', 'wing', 'view', 'aircraft', 'leg', 'room', 'view']"
7543,7543,3.0,0.3893,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'recline', 'chiller', 'unit', 'noise', 'spool', 'hour', 'flight']"
7544,7544,4.0,0.4065,"row, leg, room, window, plane, space, exit, side, front, door","['leg', 'room', 'door', 'life_raft', 'block', 'ability', 'leg', 'problem']"
7545,7545,4.0,0.4191,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'space', 'seat', 'window', 'view']"
7546,7546,4.0,0.341,"row, leg, room, window, plane, space, exit, side, front, door","['part', 'cabin', 'row', 'factor', 'seat', 'version', 'map', 'seatguru', 'wall', 'chance']"
7547,7547,2.0,0.3508,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['seat', 'wall', 'flight', 'attendant', 'room', 'trolley', 'item', 'seat', 'seat', 'flight', 'attendant', 'chat', 'time', 'toilet', 'paper']"
7548,7548,1.0,0.3145,"class, business, service, airline, food, seating, bed, experience, year, trip","['flight', 'business', 'window', 'seat', 'seat', 'couple', 'stowroom', 'spaceful', 'lie', 'bed', 'pound', 'entertainment', 'airline', 'choice', 'movie', 'soundtrack', 'food', 'class', 'reclaim', 'title', 'star', 'airline']"
7549,7549,3.0,0.3815,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'economy', 'leg', 'room', 'bulkhead', 'people', 'toilet', 'window', 'seat', 'seat', 'economy']"
7550,7550,4.0,0.3964,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'seat', 'seat', 'seat', 'leg', 'extrusion', 'door', 'bend', 'leg', 'angle', 'seat', 'seat', 'rate', 'seat']"
7551,7551,3.0,0.3513,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'recline', 'room', 'vicinity', 'toilet', 'seat', 'sleep', 'engine', 'noise', 'air']"
7552,7552,4.0,0.4086,"row, leg, room, window, plane, space, exit, side, front, door","['legroom', 'leg', 'seat']"
7553,7553,4.0,0.4445,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'one', 'leg', 'room']"
7554,7554,1.0,0.3071,"class, business, service, airline, food, seating, bed, experience, year, trip","['service', 'business', 'class', 'lounge', 'access', 'plane', 'biggest_complaint', 'table', 'medium', 'build', 'dig', 'stomach']"
7555,7555,1.0,0.3826,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'seat', 'inch', 'inch', 'economy', 'class', 'seat', 'seat', 'lie_flat', 'turn', 'seat', 'flight', 'airline', 'business', 'class', 'emirate', 'seat', 'sq', 'seat', 'inch', 'seat', 'plan', 'seat', 'emirate', 'business', 'class', 'seat', 'seat', 'plan', 'aircraft', 'etihad', 'business', 'class']"
7556,7556,4.0,0.3232,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'house', 'class', 'window', 'money']"
